Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    9.92 	  137.90 	    0.74 	 1.717e-03 	 2.982e-04 	 1.630e-05 	 2.244e-06 	 3.517e-06 	 2.685e-07 
  12.34 	  136.70 	    1.15 	 1.593e-03 	 2.898e-04 	 1.615e-05 	 2.838e-06 	 3.541e-06 	 3.969e-07 
  14.76 	  136.50 	    0.59 	 1.394e-03 	 2.010e-04 	 1.488e-05 	 2.259e-06 	 3.155e-06 	 2.641e-07 
  17.17 	  137.23 	    0.49 	 1.401e-03 	 2.116e-04 	 1.494e-05 	 2.166e-06 	 3.461e-06 	 3.198e-07 
  20.77 	  137.60 	    1.53 	 1.652e-03 	 3.365e-04 	 1.773e-05 	 2.092e-06 	 3.889e-06 	 3.888e-07 
  24.36 	  139.70 	    1.69 	 1.860e-03 	 2.686e-04 	 1.909e-05 	 2.091e-06 	 4.037e-06 	 2.328e-07 
  26.76 	  140.94 	    1.44 	 1.949e-03 	 2.837e-04 	 2.115e-05 	 1.801e-06 	 4.363e-06 	 3.122e-07 
  29.14 	  145.12 	    1.27 	 1.872e-03 	 2.658e-04 	 1.943e-05 	 1.677e-06 	 4.093e-06 	 3.488e-07 
  31.52 	  152.06 	    1.39 	 1.800e-03 	 1.503e-04 	 1.935e-05 	 1.143e-06 	 3.984e-06 	 4.335e-07 
  33.89 	  160.17 	    0.93 	 1.604e-03 	 1.042e-04 	 1.716e-05 	 1.144e-06 	 3.582e-06 	 3.294e-07 
  36.26 	  167.13 	    0.69 	 1.579e-03 	 1.220e-04 	 1.668e-05 	 1.312e-06 	 3.600e-06 	 2.679e-07 
  39.80 	  174.55 	    0.98 	 2.034e-03 	 1.183e-04 	 2.168e-05 	 9.399e-07 	 4.341e-06 	 4.578e-07 
  43.32 	  177.35 	    0.98 	 2.025e-03 	 1.180e-04 	 2.045e-05 	 1.187e-06 	 4.286e-06 	 5.993e-07 
  45.67 	  177.11 	    0.85 	 1.816e-03 	 1.663e-04 	 1.954e-05 	 1.057e-06 	 4.230e-06 	 7.956e-07 
  48.01 	  179.67 	    0.95 	 1.965e-03 	 1.633e-04 	 2.098e-05 	 1.434e-06 	 4.296e-06 	 9.885e-07 
  50.35 	  185.88 	    1.16 	 2.241e-03 	 1.551e-04 	 2.115e-05 	 2.003e-06 	 4.323e-06 	 1.139e-06 
  52.68 	  189.74 	    1.62 	 2.072e-03 	 2.342e-04 	 1.962e-05 	 2.001e-06 	 4.278e-06 	 1.307e-06 
  55.00 	  188.83 	    2.53 	 1.956e-03 	 2.171e-04 	 1.934e-05 	 2.142e-06 	 4.376e-06 	 1.476e-06 
  57.32 	  185.15 	    3.80 	 2.056e-03 	 2.075e-04 	 1.999e-05 	 2.431e-06 	 4.657e-06 	 1.658e-06 
  59.63 	  180.19 	    5.04 	 2.170e-03 	 2.931e-04 	 2.121e-05 	 2.853e-06 	 5.181e-06 	 1.925e-06 
  61.94 	  175.45 	    6.07 	 2.283e-03 	 4.611e-04 	 2.235e-05 	 3.096e-06 	 5.861e-06 	 2.222e-06 
  64.24 	  170.84 	    6.76 	 2.366e-03 	 6.504e-04 	 2.357e-05 	 3.874e-06 	 6.661e-06 	 2.588e-06 
  66.54 	  163.84 	    7.19 	 2.449e-03 	 9.190e-04 	 2.486e-05 	 4.767e-06 	 7.723e-06 	 3.138e-06 
  68.83 	  155.41 	    7.25 	 2.543e-03 	 1.273e-03 	 2.656e-05 	 6.026e-06 	 8.845e-06 	 3.656e-06 
  72.25 	  144.84 	    6.69 	 2.956e-03 	 2.318e-03 	 2.837e-05 	 8.580e-06 	 1.039e-05 	 4.945e-06 
  75.66 	  140.04 	    5.81 	 3.630e-03 	 3.916e-03 	 3.117e-05 	 1.166e-05 	 1.379e-05 	 9.490e-06 
  77.92 	  140.51 	    5.66 	 4.289e-03 	 5.210e-03 	 3.456e-05 	 1.420e-05 	 1.721e-05 	 1.441e-05 
  81.30 	  145.75 	    7.40 	 4.209e-03 	 4.634e-03 	 3.275e-05 	 1.374e-05 	 1.448e-05 	 1.291e-05 
  84.66 	  156.11 	    9.55 	 3.456e-03 	 3.225e-03 	 2.718e-05 	 1.066e-05 	 9.869e-06 	 8.207e-06 
  87.99 	  155.27 	   12.31 	 2.544e-03 	 1.925e-03 	 2.203e-05 	 7.261e-06 	 6.651e-06 	 4.509e-06 
