Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    7.23 	  183.10 	    2.67 	 7.966e-04 	 1.034e-04 	 7.862e-06 	 9.196e-07 	 1.682e-06 	 2.052e-07 
  10.89 	  185.37 	    2.63 	 8.431e-04 	 1.090e-04 	 8.105e-06 	 4.975e-07 	 1.748e-06 	 1.849e-07 
  14.53 	  188.80 	    0.93 	 1.037e-03 	 1.437e-04 	 8.749e-06 	 5.310e-07 	 1.843e-06 	 1.709e-07 
  18.17 	  193.13 	    0.89 	 1.095e-03 	 1.542e-04 	 9.487e-06 	 5.974e-07 	 1.949e-06 	 1.495e-07 
  21.80 	  198.31 	    1.22 	 8.402e-04 	 9.585e-05 	 8.483e-06 	 4.238e-07 	 1.841e-06 	 1.283e-07 
  24.22 	  202.24 	    1.12 	 9.038e-04 	 1.365e-04 	 8.958e-06 	 2.834e-07 	 1.920e-06 	 1.847e-07 
  27.87 	  202.18 	    0.87 	 9.502e-04 	 1.435e-04 	 9.520e-06 	 4.357e-07 	 2.074e-06 	 1.922e-07 
  31.51 	  196.16 	    0.89 	 8.342e-04 	 1.015e-04 	 8.640e-06 	 4.684e-07 	 1.971e-06 	 1.718e-07 
  33.91 	  193.41 	    0.65 	 9.153e-04 	 1.165e-04 	 9.135e-06 	 3.258e-07 	 2.037e-06 	 2.690e-07 
  37.49 	  185.20 	    0.98 	 9.704e-04 	 1.479e-04 	 9.378e-06 	 6.418e-07 	 2.048e-06 	 3.519e-07 
  41.07 	  171.85 	    1.04 	 9.363e-04 	 1.264e-04 	 8.917e-06 	 5.833e-07 	 1.929e-06 	 2.977e-07 
  43.45 	  170.15 	    0.56 	 8.979e-04 	 7.448e-05 	 8.933e-06 	 3.802e-07 	 1.892e-06 	 1.958e-07 
  45.82 	  171.51 	    0.88 	 8.908e-04 	 6.097e-05 	 8.978e-06 	 3.508e-07 	 1.889e-06 	 1.765e-07 
  48.18 	  167.75 	    1.34 	 8.966e-04 	 7.462e-05 	 8.907e-06 	 4.130e-07 	 1.866e-06 	 1.963e-07 
  50.54 	  157.54 	    2.04 	 8.934e-04 	 8.065e-05 	 8.944e-06 	 4.379e-07 	 1.831e-06 	 2.123e-07 
  52.90 	  146.51 	    2.87 	 9.021e-04 	 1.208e-04 	 9.288e-06 	 6.205e-07 	 1.814e-06 	 2.444e-07 
  56.41 	  139.93 	    4.31 	 1.021e-03 	 1.786e-04 	 9.356e-06 	 1.190e-06 	 1.875e-06 	 3.429e-07 
  61.12 	  145.29 	    5.34 	 1.188e-03 	 1.342e-04 	 1.020e-05 	 9.908e-07 	 2.148e-06 	 4.985e-07 
  64.65 	  144.30 	    6.46 	 1.228e-03 	 1.110e-04 	 1.143e-05 	 9.544e-07 	 2.537e-06 	 6.886e-07 
  66.97 	  140.39 	    7.34 	 1.352e-03 	 1.384e-04 	 1.215e-05 	 1.076e-06 	 2.967e-06 	 8.936e-07 
  70.43 	  136.22 	    8.03 	 1.553e-03 	 2.337e-04 	 1.365e-05 	 1.549e-06 	 3.758e-06 	 1.385e-06 
  73.88 	  142.87 	    8.16 	 1.863e-03 	 3.247e-04 	 1.603e-05 	 2.336e-06 	 5.131e-06 	 2.253e-06 
  76.16 	  149.68 	    8.09 	 2.071e-03 	 3.785e-04 	 1.764e-05 	 2.864e-06 	 6.223e-06 	 2.959e-06 
  78.45 	  153.80 	    7.76 	 2.352e-03 	 4.661e-04 	 2.050e-05 	 3.729e-06 	 7.435e-06 	 3.899e-06 
  80.73 	  154.04 	    7.23 	 2.799e-03 	 6.163e-04 	 2.462e-05 	 5.254e-06 	 8.688e-06 	 4.983e-06 
  83.00 	  153.12 	    6.56 	 3.551e-03 	 9.784e-04 	 2.878e-05 	 7.575e-06 	 9.200e-06 	 5.517e-06 
  85.27 	  151.68 	    5.82 	 4.436e-03 	 1.477e-03 	 3.133e-05 	 9.478e-06 	 8.535e-06 	 5.022e-06 
  88.65 	  146.87 	    5.95 	 3.842e-03 	 1.427e-03 	 2.737e-05 	 7.702e-06 	 6.429e-06 	 3.187e-06 
