Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   23.98 	  197.92 	    2.03 	 1.046e-03 	 1.859e-04 	 1.075e-05 	 1.022e-06 	 2.364e-06 	 2.636e-07 
  26.12 	  192.01 	    2.30 	 9.609e-04 	 1.169e-04 	 1.076e-05 	 8.458e-07 	 2.434e-06 	 2.584e-07 
  28.25 	  188.56 	    2.63 	 9.807e-04 	 1.520e-04 	 1.108e-05 	 9.580e-07 	 2.411e-06 	 2.297e-07 
  32.48 	  183.62 	    2.21 	 1.126e-03 	 1.616e-04 	 1.174e-05 	 1.015e-06 	 2.473e-06 	 3.238e-07 
  36.71 	  180.02 	    2.32 	 1.055e-03 	 1.091e-04 	 1.165e-05 	 7.313e-07 	 2.750e-06 	 4.648e-07 
  39.87 	  176.15 	    2.57 	 1.107e-03 	 1.207e-04 	 1.201e-05 	 8.055e-07 	 2.729e-06 	 4.121e-07 
  43.02 	  172.50 	    2.02 	 1.098e-03 	 7.439e-05 	 1.168e-05 	 9.722e-07 	 2.490e-06 	 3.468e-07 
  45.11 	  170.66 	    1.81 	 1.043e-03 	 6.531e-05 	 1.128e-05 	 8.451e-07 	 2.603e-06 	 5.026e-07 
  47.20 	  168.65 	    1.94 	 1.050e-03 	 9.339e-05 	 1.152e-05 	 1.144e-06 	 2.952e-06 	 7.829e-07 
  49.29 	  166.42 	    1.88 	 1.096e-03 	 1.280e-04 	 1.193e-05 	 1.782e-06 	 2.836e-06 	 7.290e-07 
  51.37 	  163.99 	    1.50 	 1.103e-03 	 7.255e-05 	 1.165e-05 	 1.178e-06 	 2.487e-06 	 4.917e-07 
  53.45 	  161.51 	    1.24 	 1.123e-03 	 6.787e-05 	 1.153e-05 	 8.231e-07 	 2.356e-06 	 4.401e-07 
  55.52 	  160.06 	    1.05 	 1.101e-03 	 7.848e-05 	 1.149e-05 	 7.534e-07 	 2.317e-06 	 5.389e-07 
  57.58 	  159.41 	    0.88 	 1.106e-03 	 8.381e-05 	 1.193e-05 	 1.071e-06 	 2.321e-06 	 6.756e-07 
  59.64 	  158.34 	    1.20 	 1.096e-03 	 1.199e-04 	 1.201e-05 	 1.322e-06 	 2.357e-06 	 7.820e-07 
  62.71 	  155.12 	    3.06 	 1.100e-03 	 1.581e-04 	 1.150e-05 	 1.401e-06 	 2.405e-06 	 9.117e-07 
  65.78 	  153.81 	    5.98 	 1.142e-03 	 1.966e-04 	 1.137e-05 	 1.936e-06 	 2.540e-06 	 1.133e-06 
  67.82 	  154.81 	    7.96 	 1.111e-03 	 2.032e-04 	 1.171e-05 	 2.442e-06 	 2.694e-06 	 1.313e-06 
  69.86 	  155.29 	    9.73 	 1.051e-03 	 2.210e-04 	 1.193e-05 	 2.955e-06 	 2.838e-06 	 1.487e-06 
  71.88 	  154.58 	   11.17 	 1.014e-03 	 2.435e-04 	 1.215e-05 	 3.335e-06 	 3.024e-06 	 1.668e-06 
  73.91 	  151.84 	   12.18 	 1.029e-03 	 2.647e-04 	 1.256e-05 	 3.793e-06 	 3.278e-06 	 1.869e-06 
  75.93 	  148.19 	   12.50 	 1.102e-03 	 2.741e-04 	 1.318e-05 	 4.519e-06 	 3.551e-06 	 2.075e-06 
  78.94 	  146.27 	   12.09 	 1.313e-03 	 2.909e-04 	 1.494e-05 	 6.502e-06 	 3.881e-06 	 2.336e-06 
  81.94 	  148.27 	   11.27 	 1.641e-03 	 3.898e-04 	 1.792e-05 	 9.741e-06 	 4.157e-06 	 2.541e-06 
  83.94 	  147.61 	   10.51 	 1.910e-03 	 5.426e-04 	 2.101e-05 	 1.278e-05 	 4.283e-06 	 2.599e-06 
  85.94 	  144.20 	    9.52 	 2.162e-03 	 7.563e-04 	 2.450e-05 	 1.576e-05 	 4.292e-06 	 2.512e-06 
  87.92 	  140.59 	    8.35 	 2.321e-03 	 9.153e-04 	 2.688e-05 	 1.729e-05 	 4.145e-06 	 2.243e-06 
  89.91 	  137.66 	    7.37 	 2.204e-03 	 8.174e-04 	 2.492e-05 	 1.481e-05 	 3.891e-06 	 1.836e-06 
