Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   32.98 	  164.94 	    6.05 	 1.082e-03 	 2.056e-04 	 1.016e-05 	 1.447e-06 	 2.109e-06 	 2.836e-07 
  35.63 	  165.11 	    6.62 	 1.261e-03 	 1.720e-04 	 1.029e-05 	 7.951e-07 	 2.203e-06 	 2.230e-07 
  38.27 	  167.39 	    6.29 	 1.162e-03 	 1.322e-04 	 9.472e-06 	 5.109e-07 	 2.228e-06 	 2.572e-07 
  40.90 	  166.34 	    5.59 	 9.915e-04 	 1.863e-04 	 9.008e-06 	 5.307e-07 	 2.179e-06 	 3.224e-07 
  43.51 	  164.98 	    5.25 	 9.931e-04 	 1.299e-04 	 9.308e-06 	 6.626e-07 	 2.097e-06 	 2.865e-07 
  46.12 	  165.60 	    4.66 	 1.066e-03 	 7.105e-05 	 9.560e-06 	 4.147e-07 	 2.087e-06 	 1.996e-07 
  48.72 	  167.30 	    4.41 	 1.048e-03 	 9.684e-05 	 9.740e-06 	 4.914e-07 	 2.123e-06 	 2.253e-07 
  51.31 	  168.84 	    4.39 	 1.023e-03 	 1.022e-04 	 9.588e-06 	 6.495e-07 	 2.093e-06 	 2.512e-07 
  53.89 	  167.55 	    4.23 	 1.075e-03 	 8.556e-05 	 9.599e-06 	 5.899e-07 	 2.104e-06 	 2.815e-07 
  56.46 	  163.32 	    4.16 	 9.746e-04 	 1.051e-04 	 9.814e-06 	 5.429e-07 	 2.204e-06 	 3.522e-07 
  59.02 	  161.11 	    4.20 	 1.086e-03 	 1.037e-04 	 1.099e-05 	 5.353e-07 	 2.358e-06 	 4.234e-07 
  64.08 	  157.98 	    4.18 	 1.245e-03 	 1.756e-04 	 1.217e-05 	 6.440e-07 	 2.591e-06 	 5.987e-07 
  69.11 	  153.60 	    4.32 	 1.090e-03 	 3.218e-04 	 1.153e-05 	 1.135e-06 	 2.853e-06 	 9.317e-07 
  71.63 	  153.07 	    4.40 	 1.281e-03 	 4.052e-04 	 1.278e-05 	 1.636e-06 	 3.318e-06 	 1.257e-06 
  74.13 	  151.00 	    4.37 	 1.533e-03 	 6.021e-04 	 1.470e-05 	 2.158e-06 	 3.941e-06 	 1.655e-06 
  76.63 	  146.07 	    4.20 	 1.634e-03 	 7.346e-04 	 1.562e-05 	 2.489e-06 	 4.414e-06 	 1.956e-06 
  79.12 	  140.48 	    3.97 	 1.852e-03 	 8.224e-04 	 1.717e-05 	 3.218e-06 	 5.128e-06 	 2.444e-06 
  81.60 	  137.50 	    3.70 	 2.313e-03 	 8.835e-04 	 1.982e-05 	 4.438e-06 	 6.281e-06 	 3.363e-06 
  84.07 	  135.14 	    4.61 	 3.102e-03 	 9.193e-04 	 2.503e-05 	 6.494e-06 	 7.807e-06 	 4.706e-06 
  86.53 	  133.91 	    5.80 	 3.940e-03 	 9.421e-04 	 3.473e-05 	 1.088e-05 	 8.540e-06 	 5.350e-06 
  88.98 	  134.61 	    7.38 	 3.876e-03 	 8.181e-04 	 3.746e-05 	 1.323e-05 	 7.450e-06 	 4.154e-06 
