Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   12.85 	  140.63 	    0.88 	 1.136e-03 	 8.774e-05 	 1.618e-05 	 1.129e-06 	 3.316e-06 	 1.547e-07 
  15.22 	  137.62 	    1.05 	 1.286e-03 	 9.726e-05 	 1.826e-05 	 2.181e-06 	 3.766e-06 	 1.837e-07 
  17.59 	  139.00 	    1.19 	 1.470e-03 	 8.562e-05 	 1.827e-05 	 2.427e-06 	 3.820e-06 	 2.389e-07 
  19.95 	  140.35 	    1.06 	 1.528e-03 	 1.043e-04 	 1.793e-05 	 1.720e-06 	 3.897e-06 	 2.357e-07 
  22.31 	  144.98 	    1.14 	 1.540e-03 	 1.095e-04 	 1.870e-05 	 1.219e-06 	 4.136e-06 	 3.676e-07 
  24.66 	  153.93 	    0.92 	 1.630e-03 	 1.110e-04 	 1.891e-05 	 1.208e-06 	 4.092e-06 	 2.886e-07 
  27.01 	  158.69 	    0.99 	 1.692e-03 	 1.122e-04 	 1.811e-05 	 1.227e-06 	 3.893e-06 	 2.535e-07 
  29.35 	  156.76 	    1.22 	 1.683e-03 	 9.210e-05 	 1.845e-05 	 1.003e-06 	 3.869e-06 	 2.718e-07 
  32.85 	  153.85 	    0.99 	 1.402e-03 	 7.883e-05 	 1.832e-05 	 7.022e-07 	 3.880e-06 	 3.187e-07 
  36.34 	  163.84 	    1.00 	 1.566e-03 	 9.607e-05 	 1.808e-05 	 1.021e-06 	 4.041e-06 	 2.960e-07 
  38.66 	  173.03 	    1.42 	 2.113e-03 	 7.685e-05 	 2.104e-05 	 1.484e-06 	 4.501e-06 	 3.743e-07 
  40.98 	  176.78 	    1.94 	 1.981e-03 	 1.512e-04 	 2.131e-05 	 1.229e-06 	 4.521e-06 	 4.820e-07 
  43.29 	  176.18 	    1.92 	 1.708e-03 	 8.448e-05 	 1.942e-05 	 1.134e-06 	 4.130e-06 	 5.075e-07 
  45.59 	  176.85 	    1.84 	 1.683e-03 	 8.329e-05 	 1.883e-05 	 1.369e-06 	 3.858e-06 	 5.636e-07 
  47.89 	  179.94 	    2.13 	 1.626e-03 	 1.236e-04 	 1.815e-05 	 1.495e-06 	 3.705e-06 	 6.011e-07 
  50.19 	  183.81 	    2.50 	 1.747e-03 	 9.969e-05 	 1.818e-05 	 1.865e-06 	 3.694e-06 	 6.483e-07 
  52.48 	  188.39 	    3.00 	 1.843e-03 	 8.881e-05 	 1.894e-05 	 2.169e-06 	 3.892e-06 	 7.660e-07 
  55.89 	  190.01 	    3.67 	 1.880e-03 	 1.420e-04 	 2.147e-05 	 3.020e-06 	 4.479e-06 	 1.065e-06 
  59.29 	  187.17 	    4.12 	 2.288e-03 	 1.755e-04 	 2.547e-05 	 4.280e-06 	 5.266e-06 	 1.506e-06 
  61.56 	  183.63 	    4.41 	 2.627e-03 	 3.146e-04 	 2.741e-05 	 5.022e-06 	 5.843e-06 	 1.929e-06 
  63.82 	  177.98 	    4.58 	 2.707e-03 	 5.726e-04 	 2.792e-05 	 5.634e-06 	 6.231e-06 	 2.353e-06 
  66.08 	  169.87 	    4.54 	 2.851e-03 	 9.190e-04 	 2.761e-05 	 6.165e-06 	 6.428e-06 	 2.683e-06 
  68.33 	  158.86 	    4.34 	 3.163e-03 	 1.393e-03 	 2.674e-05 	 6.343e-06 	 6.542e-06 	 3.033e-06 
  70.57 	  148.15 	    4.01 	 3.371e-03 	 1.819e-03 	 2.648e-05 	 6.551e-06 	 6.716e-06 	 3.562e-06 
  73.90 	  135.89 	    3.82 	 3.332e-03 	 2.079e-03 	 2.740e-05 	 8.601e-06 	 7.230e-06 	 5.003e-06 
  77.22 	  135.73 	    5.15 	 3.114e-03 	 1.955e-03 	 2.829e-05 	 1.195e-05 	 8.188e-06 	 7.399e-06 
  80.53 	  142.32 	    6.81 	 2.763e-03 	 1.629e-03 	 2.774e-05 	 1.444e-05 	 8.014e-06 	 7.823e-06 
  83.83 	  141.29 	    8.94 	 2.293e-03 	 1.218e-03 	 2.636e-05 	 1.546e-05 	 6.380e-06 	 5.723e-06 
  86.04 	  133.63 	   10.80 	 2.014e-03 	 9.621e-04 	 2.430e-05 	 1.396e-05 	 5.448e-06 	 4.423e-06 
  88.24 	  124.08 	   13.19 	 1.777e-03 	 7.254e-04 	 2.079e-05 	 1.022e-05 	 4.520e-06 	 3.090e-06 
