Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   17.49 	  196.00 	    1.53 	 9.553e-04 	 6.692e-05 	 9.920e-06 	 1.109e-06 	 1.998e-06 	 1.632e-07 
  20.40 	  187.96 	    1.63 	 1.179e-03 	 1.411e-04 	 1.133e-05 	 7.636e-07 	 2.357e-06 	 1.107e-07 
  23.30 	  182.84 	    1.31 	 1.321e-03 	 1.451e-04 	 1.293e-05 	 9.159e-07 	 2.645e-06 	 1.189e-07 
  26.18 	  180.67 	    1.10 	 1.363e-03 	 1.414e-04 	 1.373e-05 	 1.095e-06 	 2.762e-06 	 1.150e-07 
  29.06 	  174.72 	    1.23 	 1.079e-03 	 1.368e-04 	 1.058e-05 	 5.129e-07 	 2.366e-06 	 9.678e-08 
  31.92 	  175.56 	    1.08 	 1.218e-03 	 1.069e-04 	 1.243e-05 	 6.797e-07 	 2.563e-06 	 8.516e-08 
  37.60 	  168.46 	    0.66 	 1.146e-03 	 1.172e-04 	 1.191e-05 	 7.090e-07 	 2.519e-06 	 1.225e-07 
  44.64 	  163.09 	    0.65 	 1.171e-03 	 8.832e-05 	 1.034e-05 	 7.122e-07 	 2.146e-06 	 1.778e-07 
  48.83 	  176.16 	    1.27 	 1.181e-03 	 8.926e-05 	 1.169e-05 	 3.257e-07 	 2.379e-06 	 2.452e-07 
  51.61 	  180.93 	    0.93 	 1.029e-03 	 1.334e-04 	 1.055e-05 	 5.795e-07 	 2.252e-06 	 2.025e-07 
  54.39 	  180.51 	    1.15 	 1.074e-03 	 1.414e-04 	 1.083e-05 	 6.365e-07 	 2.283e-06 	 2.781e-07 
  57.15 	  177.50 	    1.39 	 1.100e-03 	 1.689e-04 	 1.163e-05 	 6.668e-07 	 2.515e-06 	 3.693e-07 
  59.91 	  172.93 	    1.42 	 1.203e-03 	 1.634e-04 	 1.193e-05 	 9.378e-07 	 2.729e-06 	 4.708e-07 
  63.99 	  164.75 	    1.64 	 1.267e-03 	 1.433e-04 	 1.360e-05 	 9.870e-07 	 2.831e-06 	 6.174e-07 
  68.05 	  157.97 	    3.00 	 1.089e-03 	 1.644e-04 	 1.419e-05 	 1.283e-06 	 2.881e-06 	 8.077e-07 
  70.75 	  156.63 	    3.66 	 1.169e-03 	 2.173e-04 	 1.503e-05 	 2.377e-06 	 3.366e-06 	 1.092e-06 
  74.78 	  155.03 	    4.01 	 1.401e-03 	 3.711e-04 	 1.723e-05 	 3.435e-06 	 4.039e-06 	 1.512e-06 
  78.78 	  154.67 	    4.02 	 1.690e-03 	 5.699e-04 	 2.024e-05 	 4.245e-06 	 5.027e-06 	 2.141e-06 
  81.44 	  153.09 	    3.84 	 1.860e-03 	 6.776e-04 	 2.407e-05 	 5.787e-06 	 6.263e-06 	 2.911e-06 
  84.10 	  145.92 	    3.55 	 2.016e-03 	 7.653e-04 	 3.075e-05 	 9.221e-06 	 7.572e-06 	 3.833e-06 
  86.74 	  136.00 	    4.55 	 2.050e-03 	 7.597e-04 	 3.924e-05 	 1.439e-05 	 8.185e-06 	 4.419e-06 
  89.37 	  125.55 	    6.03 	 1.972e-03 	 6.481e-04 	 3.923e-05 	 1.457e-05 	 6.850e-06 	 3.348e-06 
