Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   12.24 	  211.02 	    1.76 	 9.231e-04 	 1.104e-04 	 8.263e-06 	 1.270e-06 	 1.787e-06 	 2.951e-07 
  15.16 	  202.40 	    1.86 	 9.360e-04 	 1.164e-04 	 8.140e-06 	 1.165e-06 	 1.786e-06 	 2.461e-07 
  18.07 	  196.17 	    1.64 	 8.078e-04 	 8.905e-05 	 7.236e-06 	 6.723e-07 	 1.680e-06 	 2.474e-07 
  20.97 	  190.40 	    1.49 	 9.897e-04 	 1.369e-04 	 8.823e-06 	 1.007e-06 	 1.941e-06 	 3.651e-07 
  23.86 	  185.84 	    1.42 	 6.973e-04 	 8.020e-05 	 6.930e-06 	 6.185e-07 	 1.583e-06 	 1.816e-07 
  26.73 	  184.04 	    1.23 	 6.156e-04 	 5.631e-05 	 6.123e-06 	 2.919e-07 	 1.329e-06 	 1.020e-07 
  30.98 	  182.28 	    0.85 	 5.865e-04 	 6.808e-05 	 6.119e-06 	 3.201e-07 	 1.354e-06 	 1.219e-07 
  35.22 	  177.78 	    0.92 	 5.235e-04 	 3.074e-05 	 5.231e-06 	 1.604e-07 	 1.140e-06 	 1.130e-07 
  38.05 	  174.75 	    0.87 	 5.551e-04 	 7.938e-05 	 5.435e-06 	 2.650e-07 	 1.215e-06 	 8.690e-08 
  40.88 	  174.62 	    1.05 	 7.454e-04 	 6.300e-05 	 7.167e-06 	 2.618e-07 	 1.483e-06 	 7.265e-08 
  45.04 	  172.46 	    0.95 	 6.666e-04 	 1.075e-04 	 6.303e-06 	 4.237e-07 	 1.372e-06 	 1.335e-07 
  49.18 	  169.31 	    0.88 	 5.412e-04 	 8.263e-05 	 5.406e-06 	 3.542e-07 	 1.275e-06 	 1.754e-07 
  51.96 	  170.26 	    1.11 	 7.222e-04 	 6.243e-05 	 6.850e-06 	 3.691e-07 	 1.438e-06 	 2.095e-07 
  54.73 	  170.64 	    0.59 	 7.411e-04 	 1.005e-04 	 7.165e-06 	 5.137e-07 	 1.501e-06 	 2.289e-07 
  57.49 	  168.64 	    0.65 	 6.469e-04 	 7.316e-05 	 6.308e-06 	 4.160e-07 	 1.439e-06 	 2.496e-07 
  60.24 	  167.02 	    1.23 	 6.441e-04 	 8.258e-05 	 6.039e-06 	 4.683e-07 	 1.464e-06 	 3.094e-07 
  62.98 	  166.49 	    1.59 	 7.665e-04 	 6.847e-05 	 6.725e-06 	 6.848e-07 	 1.701e-06 	 4.793e-07 
  65.70 	  166.31 	    1.84 	 9.092e-04 	 8.805e-05 	 7.970e-06 	 9.715e-07 	 2.157e-06 	 7.766e-07 
  68.41 	  165.58 	    2.04 	 9.998e-04 	 9.765e-05 	 8.957e-06 	 1.497e-06 	 2.620e-06 	 1.114e-06 
  72.44 	  165.20 	    2.36 	 1.106e-03 	 1.365e-04 	 9.941e-06 	 2.093e-06 	 3.046e-06 	 1.447e-06 
  76.45 	  162.86 	    2.87 	 1.175e-03 	 2.074e-04 	 1.140e-05 	 2.216e-06 	 3.448e-06 	 1.678e-06 
  79.12 	  157.87 	    3.21 	 1.265e-03 	 2.333e-04 	 1.262e-05 	 2.492e-06 	 3.966e-06 	 2.070e-06 
  81.78 	  152.03 	    3.37 	 1.527e-03 	 3.107e-04 	 1.423e-05 	 3.475e-06 	 4.648e-06 	 2.626e-06 
  84.43 	  144.05 	    3.24 	 1.983e-03 	 5.824e-04 	 1.631e-05 	 5.024e-06 	 5.215e-06 	 3.034e-06 
  87.07 	  137.45 	    3.88 	 2.657e-03 	 1.106e-03 	 2.063e-05 	 9.217e-06 	 5.483e-06 	 3.095e-06 
  89.69 	  136.12 	    5.04 	 2.762e-03 	 1.156e-03 	 2.256e-05 	 1.080e-05 	 5.248e-06 	 2.561e-06 
