Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
    4.15 	  150.21 	    1.72 	 2.084e-03 	 1.783e-04 	 3.469e-05 	 2.830e-06 	 7.075e-06 	 8.872e-07 
   6.75 	  149.35 	    1.43 	 1.778e-03 	 1.936e-04 	 2.579e-05 	 1.963e-06 	 5.296e-06 	 5.992e-07 
   9.34 	  150.51 	    1.50 	 2.295e-03 	 3.483e-04 	 2.886e-05 	 2.067e-06 	 6.409e-06 	 7.588e-07 
  11.93 	  152.41 	    1.12 	 4.046e-03 	 6.704e-04 	 4.973e-05 	 8.235e-06 	 9.526e-06 	 1.395e-06 
  14.51 	  160.09 	    1.41 	 1.669e-03 	 3.279e-04 	 1.636e-05 	 2.992e-06 	 3.173e-06 	 3.787e-07 
  17.07 	  169.71 	    1.22 	 1.267e-03 	 2.825e-04 	 9.784e-06 	 1.441e-06 	 1.879e-06 	 1.431e-07 
  19.64 	  176.01 	    1.32 	 1.310e-03 	 2.214e-04 	 9.370e-06 	 1.031e-06 	 1.902e-06 	 1.203e-07 
  22.19 	  185.30 	    1.58 	 1.498e-03 	 2.379e-04 	 9.963e-06 	 1.096e-06 	 2.065e-06 	 1.503e-07 
  26.00 	  191.41 	    2.50 	 1.303e-03 	 2.150e-04 	 1.018e-05 	 8.514e-07 	 2.110e-06 	 1.110e-07 
  29.80 	  182.24 	    2.05 	 1.013e-03 	 1.302e-04 	 1.026e-05 	 6.406e-07 	 2.206e-06 	 1.318e-07 
  32.32 	  175.56 	    1.34 	 9.742e-04 	 1.185e-04 	 1.073e-05 	 5.786e-07 	 2.310e-06 	 1.610e-07 
  34.83 	  168.35 	    1.25 	 9.119e-04 	 1.043e-04 	 1.058e-05 	 6.518e-07 	 2.290e-06 	 1.632e-07 
  37.34 	  161.59 	    1.21 	 9.059e-04 	 7.741e-05 	 1.041e-05 	 7.295e-07 	 2.262e-06 	 1.753e-07 
  39.84 	  155.31 	    1.11 	 9.138e-04 	 7.541e-05 	 1.034e-05 	 5.967e-07 	 2.293e-06 	 2.021e-07 
  42.33 	  151.68 	    1.19 	 9.412e-04 	 7.648e-05 	 1.043e-05 	 6.384e-07 	 2.310e-06 	 2.884e-07 
  44.81 	  154.23 	    1.81 	 1.016e-03 	 9.586e-05 	 1.022e-05 	 9.340e-07 	 2.267e-06 	 3.942e-07 
  48.51 	  167.90 	    2.32 	 1.254e-03 	 7.685e-05 	 1.077e-05 	 1.209e-06 	 2.483e-06 	 5.875e-07 
  52.19 	  178.60 	    2.92 	 1.357e-03 	 8.190e-05 	 1.265e-05 	 1.432e-06 	 3.045e-06 	 9.515e-07 
  54.63 	  176.99 	    3.39 	 1.247e-03 	 1.400e-04 	 1.394e-05 	 1.757e-06 	 3.568e-06 	 1.240e-06 
  57.07 	  172.38 	    3.82 	 1.257e-03 	 1.864e-04 	 1.467e-05 	 2.159e-06 	 4.044e-06 	 1.566e-06 
  59.51 	  166.93 	    4.23 	 1.332e-03 	 2.383e-04 	 1.507e-05 	 2.420e-06 	 4.465e-06 	 1.916e-06 
  61.94 	  160.29 	    4.59 	 1.291e-03 	 2.957e-04 	 1.523e-05 	 2.788e-06 	 4.912e-06 	 2.312e-06 
  64.36 	  152.36 	    4.72 	 1.239e-03 	 3.301e-04 	 1.518e-05 	 3.388e-06 	 5.410e-06 	 2.782e-06 
  66.77 	  142.78 	    4.61 	 1.278e-03 	 3.511e-04 	 1.519e-05 	 4.069e-06 	 5.917e-06 	 3.292e-06 
  71.52 	  123.40 	    4.64 	 1.427e-03 	 3.997e-04 	 1.641e-05 	 6.618e-06 	 6.593e-06 	 4.109e-06 
  76.26 	  108.34 	    7.93 	 1.485e-03 	 4.638e-04 	 2.030e-05 	 1.305e-05 	 7.287e-06 	 4.651e-06 
  78.62 	  110.36 	   10.33 	 1.504e-03 	 5.399e-04 	 2.629e-05 	 2.157e-05 	 7.701e-06 	 4.823e-06 
  80.98 	  114.29 	   13.28 	 1.512e-03 	 6.616e-04 	 3.545e-05 	 3.435e-05 	 7.253e-06 	 4.305e-06 
  83.33 	  118.76 	   16.83 	 1.499e-03 	 7.852e-04 	 4.384e-05 	 4.601e-05 	 6.345e-06 	 3.414e-06 
  85.68 	  126.21 	   21.11 	 1.450e-03 	 9.114e-04 	 4.478e-05 	 4.792e-05 	 5.383e-06 	 2.510e-06 
  88.02 	  129.52 	   26.39 	 1.379e-03 	 1.073e-03 	 3.291e-05 	 3.058e-05 	 4.541e-06 	 1.936e-06 
