Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   12.34 	  134.78 	    1.48 	 2.013e-03 	 1.751e-04 	 1.764e-05 	 1.774e-06 	 3.599e-06 	 1.732e-07 
  15.52 	  132.06 	    1.83 	 2.222e-03 	 1.567e-04 	 1.792e-05 	 2.009e-06 	 3.613e-06 	 2.617e-07 
  18.68 	  133.64 	    1.71 	 1.671e-03 	 7.906e-05 	 1.499e-05 	 1.081e-06 	 3.198e-06 	 1.696e-07 
  21.84 	  138.30 	    1.39 	 1.722e-03 	 1.051e-04 	 1.596e-05 	 7.740e-07 	 3.551e-06 	 1.554e-07 
  24.98 	  146.48 	    1.66 	 2.043e-03 	 9.180e-05 	 1.982e-05 	 1.584e-06 	 3.939e-06 	 2.175e-07 
  28.11 	  154.25 	    2.00 	 1.799e-03 	 1.559e-04 	 1.775e-05 	 9.904e-07 	 3.787e-06 	 1.739e-07 
  31.23 	  161.37 	    2.03 	 1.915e-03 	 1.010e-04 	 1.855e-05 	 8.712e-07 	 3.729e-06 	 1.880e-07 
  34.33 	  169.58 	    2.36 	 1.403e-03 	 1.394e-04 	 1.440e-05 	 1.024e-06 	 3.070e-06 	 2.337e-07 
  37.43 	  177.81 	    2.69 	 1.680e-03 	 1.310e-04 	 1.458e-05 	 5.325e-07 	 3.069e-06 	 2.345e-07 
  40.51 	  182.30 	    2.65 	 1.971e-03 	 1.921e-04 	 1.854e-05 	 8.232e-07 	 3.563e-06 	 3.719e-07 
  45.06 	  186.25 	    2.67 	 1.763e-03 	 1.986e-04 	 1.645e-05 	 1.423e-06 	 3.388e-06 	 6.204e-07 
  49.59 	  185.17 	    2.68 	 1.931e-03 	 1.085e-04 	 1.500e-05 	 1.376e-06 	 3.069e-06 	 8.670e-07 
  52.63 	  177.83 	    2.81 	 1.700e-03 	 1.902e-04 	 1.462e-05 	 1.640e-06 	 3.083e-06 	 1.032e-06 
  55.66 	  170.43 	    3.22 	 1.721e-03 	 1.904e-04 	 1.423e-05 	 1.849e-06 	 3.159e-06 	 1.168e-06 
  58.67 	  166.29 	    3.87 	 1.922e-03 	 2.338e-04 	 1.532e-05 	 2.494e-06 	 3.494e-06 	 1.396e-06 
  61.67 	  163.07 	    4.45 	 2.133e-03 	 2.852e-04 	 1.792e-05 	 3.753e-06 	 4.190e-06 	 1.848e-06 
  64.67 	  158.50 	    4.69 	 2.401e-03 	 3.534e-04 	 2.047e-05 	 4.690e-06 	 5.119e-06 	 2.505e-06 
  67.65 	  152.40 	    4.61 	 2.694e-03 	 4.303e-04 	 2.298e-05 	 5.497e-06 	 6.280e-06 	 3.401e-06 
  70.62 	  144.70 	    4.23 	 3.169e-03 	 6.094e-04 	 2.687e-05 	 7.396e-06 	 7.867e-06 	 4.728e-06 
  73.58 	  136.23 	    4.73 	 3.959e-03 	 1.094e-03 	 3.220e-05 	 1.042e-05 	 9.799e-06 	 6.671e-06 
  76.53 	  128.70 	    6.15 	 5.085e-03 	 2.031e-03 	 3.884e-05 	 1.489e-05 	 1.107e-05 	 8.441e-06 
  79.46 	  123.75 	    8.05 	 6.592e-03 	 3.601e-03 	 4.926e-05 	 2.416e-05 	 1.004e-05 	 7.894e-06 
  82.39 	  125.74 	   10.58 	 8.734e-03 	 6.121e-03 	 7.021e-05 	 4.745e-05 	 7.726e-06 	 5.634e-06 
  85.30 	  135.43 	   13.74 	 9.954e-03 	 7.785e-03 	 1.022e-04 	 8.819e-05 	 5.795e-06 	 3.616e-06 
  88.20 	  147.22 	   17.52 	 6.037e-03 	 4.208e-03 	 6.114e-05 	 5.177e-05 	 4.478e-06 	 2.242e-06 
