Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   16.53 	  168.36 	    1.82 	 1.011e-03 	 1.231e-04 	 7.609e-06 	 4.898e-07 	 1.499e-06 	 1.456e-07 
  19.41 	  177.57 	    1.54 	 1.074e-03 	 1.264e-04 	 7.681e-06 	 5.537e-07 	 1.600e-06 	 1.447e-07 
  22.27 	  190.66 	    1.05 	 1.185e-03 	 1.567e-04 	 7.791e-06 	 5.514e-07 	 1.622e-06 	 1.528e-07 
  25.14 	  192.05 	    1.11 	 1.175e-03 	 2.070e-04 	 7.781e-06 	 3.444e-07 	 1.686e-06 	 8.465e-08 
  27.99 	  183.10 	    0.82 	 1.092e-03 	 2.308e-04 	 8.062e-06 	 5.378e-07 	 1.723e-06 	 2.089e-07 
  30.83 	  178.15 	    0.65 	 1.092e-03 	 2.568e-04 	 8.081e-06 	 3.995e-07 	 1.794e-06 	 3.030e-07 
  33.67 	  174.10 	    0.79 	 1.099e-03 	 2.703e-04 	 8.294e-06 	 5.062e-07 	 1.947e-06 	 3.858e-07 
  36.50 	  167.83 	    0.65 	 1.053e-03 	 2.290e-04 	 8.267e-06 	 5.314e-07 	 1.893e-06 	 4.643e-07 
  39.31 	  164.81 	    0.82 	 1.065e-03 	 1.846e-04 	 8.575e-06 	 5.135e-07 	 1.844e-06 	 2.908e-07 
  44.86 	  161.29 	    1.20 	 1.049e-03 	 1.243e-04 	 8.710e-06 	 6.133e-07 	 1.999e-06 	 3.416e-07 
  50.38 	  159.40 	    0.89 	 1.072e-03 	 1.330e-04 	 8.582e-06 	 8.665e-07 	 2.122e-06 	 8.117e-07 
  53.14 	  159.86 	    1.14 	 1.161e-03 	 1.455e-04 	 9.030e-06 	 1.312e-06 	 2.197e-06 	 1.062e-06 
  55.91 	  159.75 	    1.60 	 1.185e-03 	 1.579e-04 	 9.386e-06 	 1.776e-06 	 2.335e-06 	 1.389e-06 
  58.66 	  163.93 	    1.98 	 1.267e-03 	 1.776e-04 	 1.007e-05 	 2.361e-06 	 2.699e-06 	 1.975e-06 
  61.40 	  166.92 	    2.31 	 1.410e-03 	 2.039e-04 	 1.084e-05 	 2.962e-06 	 3.286e-06 	 2.837e-06 
  64.14 	  165.31 	    2.68 	 1.535e-03 	 2.258e-04 	 1.160e-05 	 3.461e-06 	 3.885e-06 	 3.638e-06 
  66.87 	  161.50 	    3.01 	 1.698e-03 	 2.992e-04 	 1.212e-05 	 3.922e-06 	 4.420e-06 	 4.277e-06 
  69.58 	  154.82 	    3.22 	 1.934e-03 	 4.643e-04 	 1.243e-05 	 4.237e-06 	 4.725e-06 	 4.547e-06 
  72.29 	  143.57 	    3.25 	 2.170e-03 	 6.785e-04 	 1.264e-05 	 4.502e-06 	 4.558e-06 	 4.184e-06 
  74.99 	  134.21 	    3.29 	 2.285e-03 	 7.917e-04 	 1.288e-05 	 4.726e-06 	 4.216e-06 	 3.649e-06 
  77.68 	  129.47 	    4.25 	 2.239e-03 	 7.473e-04 	 1.293e-05 	 4.663e-06 	 3.777e-06 	 3.014e-06 
  81.66 	  129.30 	    6.12 	 2.007e-03 	 6.559e-04 	 1.263e-05 	 3.972e-06 	 3.099e-06 	 1.995e-06 
  85.62 	  138.14 	    8.63 	 1.747e-03 	 8.166e-04 	 1.230e-05 	 3.117e-06 	 2.655e-06 	 1.294e-06 
  88.27 	  146.04 	   10.82 	 1.583e-03 	 9.381e-04 	 1.212e-05 	 3.913e-06 	 2.490e-06 	 1.377e-06 
