Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   14.05 	  186.02 	    1.01 	 1.013e-03 	 1.154e-04 	 9.060e-06 	 4.998e-07 	 1.921e-06 	 1.811e-07 
  17.09 	  182.90 	    0.99 	 9.865e-04 	 8.058e-05 	 9.234e-06 	 3.393e-07 	 1.954e-06 	 1.482e-07 
  20.11 	  183.13 	    1.09 	 9.036e-04 	 6.125e-05 	 8.932e-06 	 2.800e-07 	 1.896e-06 	 9.543e-08 
  23.13 	  188.90 	    1.44 	 9.250e-04 	 7.616e-05 	 8.697e-06 	 2.215e-07 	 1.874e-06 	 7.534e-08 
  26.14 	  191.54 	    1.69 	 9.593e-04 	 6.941e-05 	 8.970e-06 	 2.850e-07 	 1.909e-06 	 7.923e-08 
  29.14 	  187.46 	    1.17 	 9.302e-04 	 5.471e-05 	 8.618e-06 	 2.451e-07 	 1.896e-06 	 1.142e-07 
  32.13 	  185.54 	    1.33 	 9.090e-04 	 6.388e-05 	 9.032e-06 	 2.646e-07 	 1.951e-06 	 8.298e-08 
  35.11 	  188.22 	    1.44 	 9.554e-04 	 7.028e-05 	 8.610e-06 	 3.149e-07 	 1.869e-06 	 1.055e-07 
  38.07 	  181.34 	    0.93 	 9.340e-04 	 7.216e-05 	 8.628e-06 	 2.935e-07 	 1.843e-06 	 1.181e-07 
  41.04 	  169.92 	    0.82 	 8.967e-04 	 6.164e-05 	 9.017e-06 	 3.014e-07 	 1.899e-06 	 1.487e-07 
  43.98 	  163.98 	    0.96 	 9.502e-04 	 6.224e-05 	 8.861e-06 	 4.581e-07 	 1.870e-06 	 1.787e-07 
  46.92 	  160.74 	    1.06 	 9.538e-04 	 7.147e-05 	 9.187e-06 	 3.996e-07 	 1.851e-06 	 1.794e-07 
  49.84 	  156.12 	    0.80 	 9.753e-04 	 5.382e-05 	 9.135e-06 	 2.931e-07 	 1.842e-06 	 2.641e-07 
  52.76 	  150.32 	    0.93 	 9.004e-04 	 7.132e-05 	 9.215e-06 	 3.434e-07 	 1.859e-06 	 3.591e-07 
  55.66 	  148.57 	    1.11 	 8.712e-04 	 1.023e-04 	 9.818e-06 	 4.378e-07 	 1.929e-06 	 4.794e-07 
  58.56 	  151.43 	    1.24 	 1.060e-03 	 1.061e-04 	 1.054e-05 	 7.148e-07 	 2.076e-06 	 6.694e-07 
  61.44 	  153.63 	    1.70 	 1.187e-03 	 1.239e-04 	 1.137e-05 	 1.147e-06 	 2.278e-06 	 8.729e-07 
  64.31 	  156.33 	    2.59 	 1.182e-03 	 1.742e-04 	 1.262e-05 	 2.080e-06 	 2.581e-06 	 1.119e-06 
  68.56 	  165.34 	    3.84 	 1.387e-03 	 2.704e-04 	 1.563e-05 	 3.272e-06 	 3.772e-06 	 2.043e-06 
  72.79 	  183.45 	    4.68 	 1.872e-03 	 3.791e-04 	 1.815e-05 	 4.019e-06 	 5.614e-06 	 3.533e-06 
  75.62 	  196.20 	    4.96 	 2.357e-03 	 4.060e-04 	 2.079e-05 	 5.057e-06 	 7.286e-06 	 4.723e-06 
  78.45 	  203.30 	    5.06 	 2.724e-03 	 5.072e-04 	 2.466e-05 	 6.870e-06 	 9.032e-06 	 6.087e-06 
  81.26 	  198.62 	    4.97 	 2.906e-03 	 7.548e-04 	 2.945e-05 	 9.329e-06 	 1.020e-05 	 7.132e-06 
  84.06 	  186.44 	    4.61 	 3.337e-03 	 1.123e-03 	 3.660e-05 	 1.399e-05 	 1.012e-05 	 7.094e-06 
  86.85 	  174.51 	    4.04 	 4.428e-03 	 1.615e-03 	 4.841e-05 	 2.333e-05 	 8.828e-06 	 6.017e-06 
  89.62 	  169.21 	    4.62 	 4.558e-03 	 1.657e-03 	 4.243e-05 	 2.155e-05 	 6.807e-06 	 4.137e-06 
