Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   26.93 	  188.14 	    2.46 	 1.220e-03 	 8.954e-05 	 7.811e-06 	 3.874e-07 	 1.650e-06 	 1.163e-07 
  31.47 	  201.17 	    3.99 	 1.095e-03 	 7.484e-05 	 7.914e-06 	 2.872e-07 	 1.716e-06 	 1.320e-07 
  34.50 	  200.79 	    3.77 	 1.045e-03 	 6.063e-05 	 8.128e-06 	 2.381e-07 	 1.705e-06 	 1.289e-07 
  37.51 	  197.87 	    2.93 	 1.042e-03 	 5.751e-05 	 8.204e-06 	 2.784e-07 	 1.695e-06 	 1.292e-07 
  40.52 	  195.22 	    2.76 	 1.051e-03 	 5.818e-05 	 8.355e-06 	 3.119e-07 	 1.789e-06 	 1.762e-07 
  43.51 	  190.00 	    2.69 	 1.021e-03 	 5.841e-05 	 8.603e-06 	 4.849e-07 	 1.845e-06 	 1.683e-07 
  46.49 	  183.14 	    2.65 	 1.022e-03 	 4.966e-05 	 8.900e-06 	 3.723e-07 	 1.865e-06 	 1.890e-07 
  49.47 	  175.02 	    2.31 	 1.058e-03 	 4.765e-05 	 8.930e-06 	 4.753e-07 	 1.871e-06 	 2.228e-07 
  52.43 	  165.23 	    2.70 	 1.026e-03 	 8.193e-05 	 8.928e-06 	 8.424e-07 	 1.859e-06 	 3.152e-07 
  55.38 	  155.82 	    3.44 	 1.067e-03 	 1.106e-04 	 9.281e-06 	 6.918e-07 	 1.839e-06 	 3.983e-07 
  58.32 	  147.07 	    3.87 	 1.014e-03 	 1.495e-04 	 9.462e-06 	 9.381e-07 	 1.869e-06 	 5.067e-07 
  61.25 	  141.98 	    4.24 	 9.558e-04 	 1.729e-04 	 9.080e-06 	 1.351e-06 	 1.951e-06 	 6.516e-07 
  65.62 	  137.50 	    4.41 	 1.056e-03 	 1.890e-04 	 9.879e-06 	 2.008e-06 	 2.329e-06 	 1.027e-06 
  69.96 	  129.48 	    4.32 	 1.266e-03 	 2.096e-04 	 1.346e-05 	 3.599e-06 	 3.000e-06 	 1.629e-06 
  72.85 	  131.03 	    4.20 	 1.645e-03 	 2.716e-04 	 1.759e-05 	 5.095e-06 	 4.007e-06 	 2.691e-06 
  77.11 	  153.54 	    4.77 	 2.859e-03 	 6.033e-04 	 2.502e-05 	 7.760e-06 	 5.950e-06 	 5.239e-06 
  81.36 	  166.41 	    5.82 	 4.375e-03 	 1.198e-03 	 3.570e-05 	 1.417e-05 	 6.999e-06 	 6.767e-06 
  84.20 	  165.02 	    6.72 	 4.874e-03 	 1.526e-03 	 4.650e-05 	 2.200e-05 	 7.089e-06 	 6.801e-06 
  87.03 	  160.55 	    8.01 	 4.876e-03 	 1.898e-03 	 5.368e-05 	 2.789e-05 	 6.008e-06 	 5.366e-06 
  89.85 	  153.61 	    9.90 	 3.756e-03 	 1.624e-03 	 4.108e-05 	 2.042e-05 	 4.613e-06 	 3.484e-06 
