Hareoid(km) 	 T(K) 	 Terr(K) 	 COvmr 	 COvmr_err 	 13COvmr 	 13COvmr_err 	 18COvmr 	 18COvmr_err 
   25.05 	  208.21 	    1.28 	 7.893e-04 	 1.537e-04 	 6.939e-06 	 5.946e-07 	 1.470e-06 	 2.112e-07 
  28.06 	  201.29 	    1.31 	 8.224e-04 	 1.788e-04 	 7.097e-06 	 6.776e-07 	 1.537e-06 	 1.956e-07 
  31.05 	  196.37 	    1.23 	 7.963e-04 	 1.591e-04 	 6.606e-06 	 4.529e-07 	 1.489e-06 	 1.391e-07 
  34.03 	  190.99 	    1.23 	 8.345e-04 	 1.335e-04 	 7.351e-06 	 4.408e-07 	 1.678e-06 	 2.274e-07 
  37.00 	  186.52 	    1.17 	 8.087e-04 	 1.388e-04 	 7.286e-06 	 6.562e-07 	 1.701e-06 	 3.083e-07 
  39.96 	  184.38 	    1.19 	 7.655e-04 	 1.083e-04 	 6.986e-06 	 4.286e-07 	 1.575e-06 	 2.486e-07 
  42.90 	  181.86 	    1.04 	 8.381e-04 	 8.401e-05 	 7.964e-06 	 3.570e-07 	 1.733e-06 	 1.935e-07 
  45.83 	  177.44 	    1.15 	 8.284e-04 	 8.382e-05 	 7.771e-06 	 3.981e-07 	 1.734e-06 	 1.360e-07 
  48.75 	  172.75 	    1.30 	 8.066e-04 	 6.590e-05 	 7.547e-06 	 3.239e-07 	 1.693e-06 	 1.212e-07 
  51.66 	  168.40 	    0.88 	 7.928e-04 	 6.681e-05 	 7.623e-06 	 4.078e-07 	 1.669e-06 	 1.562e-07 
  54.56 	  166.22 	    1.05 	 7.784e-04 	 5.239e-05 	 7.397e-06 	 6.143e-07 	 1.622e-06 	 2.232e-07 
  57.44 	  165.80 	    1.45 	 7.967e-04 	 3.764e-05 	 7.263e-06 	 6.378e-07 	 1.586e-06 	 2.445e-07 
  60.31 	  163.63 	    1.27 	 8.059e-04 	 5.307e-05 	 7.621e-06 	 4.927e-07 	 1.613e-06 	 2.432e-07 
  63.17 	  162.97 	    0.91 	 8.113e-04 	 6.225e-05 	 8.015e-06 	 4.688e-07 	 1.712e-06 	 2.858e-07 
  66.02 	  163.57 	    1.32 	 7.767e-04 	 5.487e-05 	 7.591e-06 	 5.980e-07 	 1.768e-06 	 3.565e-07 
  68.85 	  164.53 	    1.90 	 7.176e-04 	 8.290e-05 	 7.249e-06 	 8.021e-07 	 1.828e-06 	 4.685e-07 
  71.67 	  163.69 	    2.67 	 7.561e-04 	 1.060e-04 	 7.780e-06 	 1.185e-06 	 1.942e-06 	 6.007e-07 
  74.48 	  160.58 	    3.42 	 9.277e-04 	 1.233e-04 	 8.956e-06 	 1.559e-06 	 2.213e-06 	 7.810e-07 
  77.28 	  156.72 	    3.78 	 9.989e-04 	 1.764e-04 	 1.003e-05 	 1.926e-06 	 2.566e-06 	 1.022e-06 
  80.06 	  152.10 	    4.01 	 9.742e-04 	 2.293e-04 	 1.112e-05 	 2.729e-06 	 3.063e-06 	 1.433e-06 
  84.20 	  146.71 	    3.93 	 1.014e-03 	 2.526e-04 	 1.384e-05 	 5.237e-06 	 3.842e-06 	 2.123e-06 
  88.32 	  142.43 	    3.61 	 1.186e-03 	 2.749e-04 	 1.665e-05 	 6.977e-06 	 3.797e-06 	 1.792e-06 
