FilaName 	 Orbit 	 I/E  	 Pos 	 F/P 	 Ls 	 Loct 	 Lat 	 Lon 
mir_2a_orb013075_n2_e_p1_04_f 	 013075 	 e 	 04 	 f 	    304.450 	     20.183 	    -55.316 	    -87.544 
mir_2a_orb013087_n1_i_p1_04_f 	 013087 	 i 	 04 	 f 	    305.020 	     16.217 	     49.732 	   -123.394 
mir_2a_orb013097_n2_e_p1_04_f 	 013097 	 e 	 04 	 f 	    305.510 	     19.617 	    -48.063 	     -6.688 
mir_2a_orb013111_n1_i_p1_04_f 	 013111 	 i 	 04 	 f 	    306.180 	     16.650 	     42.469 	    -85.822 
mir_2a_orb013116_n1_i_p1_04_f 	 013116 	 i 	 04 	 f 	    306.420 	     16.750 	     40.423 	    132.098 
mir_2a_orb013126_n2_e_p1_04_f 	 013126 	 e 	 04 	 f 	    306.910 	     18.867 	    -32.052 	   -128.711 
mir_2a_orb013356_n1_i_p1_04_f 	 013356 	 i 	 04 	 f 	    317.800 	      5.283 	    -31.837 	    -71.731 
mir_2a_orb013364_n2_e_p1_04_f 	 013364 	 e 	 04 	 f 	    318.180 	      6.717 	     31.466 	     75.413 
mir_2a_orb013375_n1_i_p1_04_f 	 013375 	 i 	 04 	 f 	    318.680 	      4.800 	    -46.249 	     97.036 
mir_2a_orb013386_n2_e_p1_04_f 	 013386 	 e 	 04 	 f 	    319.200 	      7.033 	     42.123 	    168.288 
mir_2a_orb013399_n1_i_p1_04_f 	 013399 	 i 	 04 	 f 	    319.800 	      4.233 	    -57.263 	    120.624 
mir_2a_orb013408_n2_e_p1_04_f 	 013408 	 e 	 04 	 f 	    320.230 	      7.267 	     48.559 	    -99.712 
mir_2a_orb013420_n1_i_p1_04_f 	 013420 	 i 	 04 	 f 	    320.770 	      3.683 	    -63.756 	   -129.571 
mir_2a_orb013430_n2_e_p1_04_f 	 013430 	 e 	 04 	 f 	    321.250 	      7.483 	     53.374 	     -8.006 
mir_2a_orb013451_n2_e_p1_04_f 	 013451 	 e 	 04 	 f 	    322.220 	      7.650 	     56.672 	    111.829 
mir_2a_orb013466_n1_i_p1_04_f 	 013466 	 i 	 04 	 f 	    322.900 	      2.033 	    -72.850 	    -33.637 
mir_2a_orb013478_n1_e_p1_04_f 	 013478 	 e 	 04 	 f 	    323.460 	      7.850 	     60.129 	     59.958 
mir_2a_orb013496_n1_i_p1_04_f 	 013496 	 i 	 04 	 f 	    324.270 	      0.533 	    -75.469 	    163.510 
mir_2a_orb013516_n1_e_p2_04_f 	 013516 	 e 	 04 	 f 	    325.210 	      8.100 	     63.916 	     53.292 
mir_2a_orb013533_n1_i_p2_04_f 	 013533 	 i 	 04 	 f 	    325.970 	     22.617 	    -75.333 	    153.438 
mir_2a_orb013559_n1_e_p2_04_f 	 013559 	 e 	 04 	 f 	    327.170 	      8.367 	     67.287 	    -96.606 
mir_2a_orb013577_n1_i_p2_04_f 	 013577 	 i 	 04 	 f 	    327.970 	     20.950 	    -71.664 	    -54.107 
mir_2a_orb013594_n1_e_p2_04_f 	 013594 	 e 	 04 	 f 	    328.750 	      8.567 	     69.632 	    -17.635 
mir_2a_orb013614_n1_i_p2_04_f 	 013614 	 i 	 04 	 f 	    329.640 	     20.050 	    -66.876 	    -49.033 
mir_2a_orb013643_n1_i_p2_04_f 	 013643 	 i 	 04 	 f 	    330.950 	     19.583 	    -62.408 	   -168.384 
mir_2a_orb013663_n1_e_p2_04_f 	 013663 	 e 	 04 	 f 	    331.860 	      9.050 	     73.674 	    169.831 
mir_2a_orb013682_n1_i_p1_04_f 	 013682 	 i 	 04 	 f 	    332.700 	     19.083 	    -55.056 	    145.094 
mir_2a_orb013700_n1_e_p1_04_f 	 013700 	 e 	 04 	 f 	    333.510 	      9.400 	     75.705 	   -166.442 
mir_2a_orb013724_n2_e_p1_04_f 	 013724 	 e 	 04 	 f 	    334.580 	      9.733 	     77.049 	   -130.082 
mir_2a_orb013736_n1_i_p1_04_f 	 013736 	 i 	 04 	 f 	    335.100 	     18.617 	    -41.996 	     27.976 
mir_2a_orb013743_n2_e_p1_04_f 	 013743 	 e 	 04 	 f 	    335.420 	     10.033 	     78.012 	     49.222 
mir_2a_orb013755_n1_i_p1_04_f 	 013755 	 i 	 04 	 f 	    335.940 	     18.467 	    -35.893 	   -159.639 
mir_2a_orb013765_n2_e_p1_04_f 	 013765 	 e 	 04 	 f 	    336.400 	     10.533 	     79.140 	    145.498 
mir_2a_orb013777_n1_i_p1_04_f 	 013777 	 i 	 04 	 f 	    336.910 	     18.317 	    -27.590 	    -73.659 
mir_2a_orb013785_n2_e_p1_04_f 	 013785 	 e 	 04 	 f 	    337.280 	     11.150 	     80.025 	    -59.012 
mir_2a_orb013795_n1_i_p1_04_f 	 013795 	 i 	 04 	 f 	    337.710 	     18.200 	    -19.504 	    127.602 
mir_2a_orb013805_n2_e_p1_04_f 	 013805 	 e 	 04 	 f 	    338.160 	     12.000 	     80.618 	    100.037 
mir_2a_orb013815_n1_i_p1_04_f 	 013815 	 i 	 04 	 f 	    338.590 	     18.067 	     -8.378 	    -89.021 
mir_2a_orb013841_n2_e_p1_04_f 	 013841 	 e 	 04 	 f 	    339.730 	     14.450 	     79.126 	   -175.906 
mir_2a_orb014005_n2_e_p1_04_f 	 014005 	 e 	 04 	 f 	    346.820 	      6.050 	      6.723 	     25.216 
mir_2a_orb014016_n1_i_p1_04_f 	 014016 	 i 	 04 	 f 	    347.290 	      7.667 	     76.950 	     98.831 
mir_2a_orb014023_n2_e_p1_04_f 	 014023 	 e 	 04 	 f 	    347.590 	      5.950 	     -7.841 	   -133.755 
mir_2a_orb014033_n1_i_p1_04_f 	 014033 	 i 	 04 	 f 	    348.010 	      8.050 	     79.775 	    -22.985 
mir_2a_orb014041_n2_e_p1_04_f 	 014041 	 e 	 04 	 f 	    348.360 	      5.883 	    -19.295 	     67.906 
mir_2a_orb014059_n2_e_p1_04_f 	 014059 	 e 	 04 	 f 	    349.120 	      5.833 	    -28.458 	    -90.029 
mir_2a_orb014070_n1_i_p1_04_f 	 014070 	 i 	 04 	 f 	    349.580 	      9.300 	     83.925 	     14.061 
mir_2a_orb014081_n2_e_p1_04_f 	 014081 	 e 	 04 	 f 	    350.060 	      5.783 	    -37.475 	     -2.659 
mir_2a_orb014095_n1_i_p1_04_f 	 014095 	 i 	 04 	 f 	    350.630 	     10.850 	     85.626 	     40.109 
mir_2a_orb014117_n1_i_p1_04_f 	 014117 	 i 	 04 	 f 	    351.560 	     12.850 	     86.117 	    158.643 
mir_2a_orb014124_n2_e_p1_04_f 	 014124 	 e 	 04 	 f 	    351.870 	      5.717 	    -50.709 	   -158.314 
mir_2a_orb014135_n1_i_p1_04_f 	 014135 	 i 	 04 	 f 	    352.310 	     14.400 	     85.715 	     25.477 
mir_2a_orb014155_n1_e_p1_04_f 	 014155 	 e 	 04 	 f 	    353.170 	      5.700 	    -57.821 	     31.366 
mir_2a_orb014174_n1_i_p1_04_f 	 014174 	 i 	 04 	 f 	    353.950 	     16.417 	     83.157 	     16.447 
mir_2a_orb014198_n1_e_p2_04_f 	 014198 	 e 	 04 	 f 	    354.960 	      5.700 	    -65.682 	   -122.974 
mir_2a_orb014216_n1_i_p2_04_f 	 014216 	 i 	 04 	 f 	    355.690 	     17.267 	     79.445 	    -96.002 
